150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,120.04520217523097,-2,0
150.0,150.0,150.0,88.21903415161076,150.0,-3,0
150.0,115.53937460726569,58.024559300743896,49.42628499398345,150.0,1,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,3,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,145.01338508925443,120.35299553683612,141.33842943451623,150.0,0,0
150.0,96.43013514902152,80.09839624437443,93.91270882824335,150.0,-1,1
70.28866440234489,43.39238824021461,40.74152630375873,54.37173829188345,150.0,-3,1
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,96.69010529754749,150.0,150.0,-1,0
150.0,71.67520898237686,62.34808996438177,150.0,150.0,-1,1
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-4,0
150.0,150.0,150.0,150.0,122.92587047929376,-1,0
150.0,150.0,150.0,150.0,109.88341586537969,3,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
145.90122027088677,127.21191343063387,146.23728630325226,150.0,150.0,-1,0
103.13025785896524,101.2641893360297,105.15598068217324,128.93165137008742,150.0,-1,0
75.3288400694673,69.47026786223036,67.78198367736759,95.81269062288024,150.0,-3,1
150.0,150.0,150.0,150.0,150.0,-3,1
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,145.51071635115542,150.0,150.0,150.0,0,0
150.0,130.68120485029004,150.0,150.0,150.0,1,0
150.0,96.32215228360411,150.0,150.0,150.0,0,0
66.29983737388953,74.11476096180844,132.18685278188264,150.0,150.0,0,0
46.22663794065564,51.607254182934696,91.70879054250499,150.0,150.0,3,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,0,0
